"Gene","log2FC","AveExpr","PValue"
"CFAP100",-5.06796666666667,9.98979,4.19286436233379e-07
"FAM216B",-4.89060952380953,10.63564,3.3121684217231e-05
"MS4A8",-4.88389047619048,10.71761,0.000418491691366829
"C20orf85",-4.81017619047619,10.06301,0.000106672746726653
"CA4",-4.77774285714286,11.01728,8.05914910712242e-05
"AKAP14",-4.75404285714286,9.96867,2.38913935497642e-07
"C11orf88",-4.74410952380953,10.62449,0.00025175671348096
"C1orf158",-4.68488095238096,9.44635,1.81090746271171e-07
"AQP4",-4.66795238095238,11.0908,0.000470389505455986
"CD300LG",-4.6441380952381,9.80667,2.19157986954124e-07
"DNAI2",-4.64202380952381,10.19185,1.82741302480296e-05
"C9orf135",-4.63642380952381,10.17147,1.64116088176433e-06
"CFAP46",-4.62378095238095,9.86162,4.51821783770254e-07
"C9orf24",-4.55300952380953,10.47056,4.94301014758074e-05
"C2orf40",-4.48885714285715,10.8985,1.62222627092734e-05
"ARMC3",-4.39532380952381,10.37744,2.59736410597406e-05
"NWD1",-4.29909523809524,10.4749,0.00239300400061026
"SFTPC",-4.26114285714286,11.9755,0.000537652661287486
"C1orf87",-4.24593333333333,9.72808,2.4824160014552e-07
"C22orf15",-4.24399523809524,9.96077,1.632320839279e-06
"SFTPD",-4.17806190476191,12.08769,0.00147014791633351
"VWA3B",-4.1173380952381,10.11853,2.49376943940337e-05
"CACNA2D2",-4.10475714285715,9.90167,4.35193333330967e-06
"C6",-4.10196666666667,10.69839,2.63410914336716e-06
"C1orf194",-4.06690476190476,10.593,0.000156415082369563
"CCDC190",-4.05947142857143,10.69257,4.90691433578091e-06
"CFAP157",-4.05422857142857,9.26614,1.76486184497907e-06
"ADH1B",-4.04958571428571,10.47929,8.06349616004213e-05
"PAEP",4.03897142857143,11.44348,0.00198408495352356
"DRC7",-4.0254380952381,9.40016,2.30513359326391e-07
"TEKT2",-3.98015714285714,9.96769,2.70655002818635e-05
"TTC29",-3.91936190476191,10.44898,0.00471925661340955
"TEKT1",-3.90978095238096,10.49582,0.000693752887582979
"LRRC71",-3.90835714285715,9.53495,5.7217182975275e-07
"RSPH10B2",-3.89686190476191,10.56733,0.000431728626177371
"DNAH12",-3.89555714285714,9.80391,0.000310494424578325
"MS4A15",-3.83391428571429,9.60736,0.000213352614258776
"ERICH3",-3.80284761904762,9.24134,1.78308153034763e-07
"DNAH3",-3.80015238095238,10.15596,0.00122320639744148
"WDR38",-3.78473333333334,9.26312,4.14534125251951e-06
"STOML3",-3.77788571428572,9.98378,0.0249231093703343
"CDHR4",-3.77773333333334,10.30892,0.00192899275950565
"CFAP65",-3.69059047619048,9.13582,3.44781979062854e-08
"SPAG8",-3.68041904761905,10.99894,0.0067912307195114
"DNAH6",-3.67551428571429,10.17734,1.11109845178013e-05
"C1orf141",-3.6714380952381,9.33896,3.09833036417566e-07
"SLC5A9",-3.66744761904762,9.87662,0.00415939542571478
"RSPH1",-3.66256666666667,11.35607,0.00685090685654324
"C6orf118",-3.6587380952381,10.35485,0.000401836985314645
"BPIFB1",-3.63703333333334,12.01841,0.0259089280796265
"CAPSL",-3.62610476190476,9.47586,3.95417665572281e-06
"CFAP77",-3.60910476190476,9.62586,1.68783213254794e-06
"CFAP43",-3.59231904761905,10.73291,2.77559511759366e-05
"AGER",-3.57051428571429,11.31384,9.11918995732683e-07
"FAM83A",3.56052857142857,10.77837,0.00453342621378081
"WFDC6",-3.54582380952381,9.01459,0.000420311996946881
"ACADL",-3.54377142857143,10.20386,6.19522612030236e-05
"RPL13AP17",-3.51415238095239,10.51546,0.00182557557879391
"BTNL9",-3.51374285714286,11.14158,6.56669658486379e-05
"CFAP206",-3.49813333333334,10.05134,9.92144011308556e-06
"TEKT3",-3.46734285714286,9.65816,0.000139266518786775
"PIH1D3",-3.46382380952381,9.97369,0.00827715076409393
"DNAH7",-3.44697142857143,10.21462,5.63167329264091e-07
"CDHR3",-3.43049047619048,10.20779,0.0135935477774402
"ALOX15",-3.41536666666667,10.01271,0.000125267315605026
"EFCAB1",-3.41241904761905,10.09314,0.00812968782068392
"CFAP61",-3.39942857142858,9.6697,9.60597816569398e-06
"ITLN2",-3.38804761904762,10.0588,0.00261046807965788
"IRX6",-3.37971428571429,10.4353,0.00132554781189217
"DYDC2",-3.34512380952381,9.99708,0.000922164907554469
"CACNG6",-3.33385714285715,10.5272,0.011846689370497
"DLEC1",-3.33285238095238,10.98107,0.000493950342417383
"ARMC4",-3.33213333333334,11.00764,0.00193662748348671
"APOBEC4",-3.29465714285715,9.00834,2.4203900981407e-06
"WIF1",-3.27832857142857,9.85597,0.0145470556989496
"ABCA13",-3.2407,9.81851,5.45372565072713e-05
"MDH1B",-3.21599047619048,11.12944,0.0153228033050324
"MMP11",3.21089047619047,11.71509,0.00714004542855489
"USP9Y",-3.18667619047619,10.36176,0.0110166543432795
"PTPRT",-3.18029047619048,9.46143,0.000273993284867933
"CCDC33",-3.16726666666667,9.07058,5.18703571146937e-06
"SH3GL3",-3.16284761904762,9.58964,0.000258614663148328
"DDX3Y",-3.1483,10.52999,0.0505846480231668
